Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,waiting time,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
2025-04-12,14:27:00,UBR100224,Completed,CUST1141,UberXL,Berlin,Toronto,1.5,19.2,0,,0,,0,,54.3,24.46,2.3,4.6,UPI
2025-01-12,21:53:00,UBR100217,Cancelled by Driver,CUST1081,UberXL,Singapore,Vancouver,13.3,9.0,0,,1,Wrong pickup location,0,,0.0,6.03,2.6,,
2025-06-18,09:43:00,UBR100855,Completed,CUST1138,Uber Green,Tokyo,Madrid,11.7,24.5,0,,0,,0,,29.8,11.52,2.3,1.5,Credit Card
2025-04-15,04:42:00,UBR100472,Cancelled by Customer,CUST1057,UberXL,Madrid,Birmingham,12.5,,1,Driver requested cancellation,0,,0,,0.0,31.39,,,Cash
2025-06-02,13:56:00,UBR100347,Incomplete,CUST1218,UberX,Birmingham,Vancouver,7.6,13.6,0,,0,,1,Route issue,91.54,31.58,1.6,,Debit Card
2025-03-15,21:43:00,UBR100505,Completed,CUST1209,UberX,Sydney,Houston,7.5,12.2,0,,0,,0,,27.41,10.47,1.2,2.2,Debit Card
2025-06-22,17:20:00,UBR100639,Completed,CUST1055,UberXL,Paris,Berlin,16.1,21.4,0,,0,,0,,18.16,5.01,4.5,4.7,Credit Card
2025-01-21,08:13:00,UBR100673,Cancelled by Driver,CUST1130,UberXL,,Birmingham,5.6,20.9,0,,1,Personal emergency,0,,0.0,13.15,3.1,,Cash
2025-02-22,14:19:00,UBR100797,Completed,CUST1076,Uber Comfort,Berlin,Vancouver,17.6,,0,,0,,0,,,32.94,2.4,3.9,Credit Card
2025-05-23,13:47:00,UBR100977,Completed,CUST1235,Uber Green,Houston,Tokyo,16.2,23.1,0,,0,,0,,21.59,6.9,1.9,,PayPal
2025-06-04,12:57:00,UBR100951,Completed,CUST1103,Uber Comfort,Dubai,Tokyo,,22.2,0,,0,,0,,22.66,6.53,2.5,4.8,Debit Card
2025-06-10,12:45:00,UBR100619,Completed,CUST1127,Uber Green,Singapore,Tokyo,4.1,16.0,0,,0,,0,,20.48,4.4,3.2,4.0,Debit Card
2025-04-06,05:11:00,UBR100900,Completed,CUST1220,Uber Black,Dubai,Phoenix,1.3,21.3,0,,0,,0,,39.03,21.86,1.7,3.1,PayPal
2025-05-13,03:02:00,UBR100843,Completed,CUST1052,UberXL,Los Angeles,Vancouver,4.9,6.3,0,,0,,0,,108.37,28.96,3.6,3.7,Wallet
2025-06-13,08:00:00,UBR100645,Completed,CUST1083,Uber Green,Sydney,New York,17.9,19.5,0,,0,,0,,50.94,15.21,3.6,2.4,UPI
2025-04-02,21:12:00,UBR100891,Completed,CUST1104,Uber Black,Sydney,Melbourne,13.2,19.8,0,,0,,0,,35.9,13.65,1.7,2.7,Cash
2025-05-18,18:00:00,UBR100556,Cancelled by Driver,CUST1049,UberXL,Madrid,London,2.5,22.0,0,,1,Personal emergency,0,,0.0,15.08,,,Credit Card
2025-01-15,17:50:00,UBR100970,Completed,CUST1084,UberXL,London,Houston,9.8,18.9,0,,0,,0,,40.74,12.82,2.5,1.1,PayPal
2025-03-16,21:16:00,UBR100577,Completed,CUST1168,Uber Black,Vancouver,London,9.1,21.4,0,,0,,0,,81.43,29.66,4.0,2.9,Credit Card
2025-05-29,16:36:00,UBR100795,Completed,CUST1081,Uber Comfort,Phoenix,Singapore,10.3,23.9,0,,0,,0,,61.92,15.66,1.7,1.1,Cash
2025-05-25,16:20:00,UBR100034,Completed,CUST1085,,Paris,Vancouver,6.3,5.7,0,,0,,0,,11.67,,3.9,1.8,Credit Card
2025-01-24,17:07:00,UBR100242,Cancelled by Customer,CUST1066,UberXL,Chicago,Melbourne,15.9,14.9,1,Driver requested cancellation,0,,0,,0.0,25.76,,,UPI
2025-04-19,02:49:00,UBR100698,Completed,CUST1177,Uber Green,Birmingham,Manchester,8.9,23.7,0,,0,,0,,21.87,7.19,2.9,2.9,Cash
2025-06-11,20:51:00,UBR100919,Cancelled by Driver,,UberXL,Madrid,Seoul,7.7,19.4,0,,1,Personal emergency,0,,0.0,6.7,4.6,,Debit Card
2025-05-09,21:24:00,UBR100159,Completed,CUST1002,UberX,Sydney,Phoenix,5.7,7.3,0,,0,,0,,29.56,16.8,4.5,3.6,Cash
2025-06-25,12:49:00,UBR100332,Completed,CUST1203,Uber Black,Melbourne,Berlin,6.8,22.8,0,,0,,0,,40.38,18.77,4.8,3.7,Credit Card
2025-06-29,14:50:00,UBR100035,Completed,CUST1212,Uber Comfort,Tokyo,Sydney,17.1,20.2,0,,0,,0,,16.41,4.3,1.5,,Credit Card
2025-01-23,13:43:00,UBR100540,Completed,CUST1134,UberX,Rome,Los Angeles,13.3,8.1,0,,0,,0,,10.93,4.4,3.7,4.9,UPI
2025-05-08,02:21:00,UBR100170,Cancelled by Driver,CUST1056,Uber Green,Madrid,,17.7,8.6,0,,1,Too far from pickup,0,,0.0,2.97,3.6,,Credit Card
2025-04-02,13:17:00,UBR100654,Completed,CUST1017,Uber Comfort,Berlin,Vancouver,,8.3,0,,0,,0,,57.24,14.09,2.7,3.5,Credit Card
2025-06-21,16:02:00,UBR100936,Completed,CUST1095,UberXL,Toronto,Houston,6.6,14.7,0,,0,,0,,25.84,9.72,1.2,1.8,Credit Card
2025-02-06,23:20:00,UBR100902,Cancelled by Customer,CUST1069,UberXL,Paris,Birmingham,4.8,25.0,1,Driver taking too long,0,,0,,0.0,28.08,,,PayPal
2025-03-17,10:58:00,UBR100892,Completed,CUST1088,UberXL,Birmingham,Dubai,17.7,11.6,0,,0,,0,,37.99,11.03,2.4,2.3,Cash
2025-05-25,05:34:00,UBR100993,Completed,CUST1078,UberX,Vancouver,Tokyo,17.7,4.4,0,,0,,0,,17.12,4.5,4.6,4.3,PayPal
2025-06-02,16:21:00,UBR100733,Cancelled by Driver,CUST1047,Uber Green,Dubai,Vancouver,14.7,8.6,0,,1,Customer unreachable,0,,0.0,8.41,2.0,,Debit Card
2025-02-09,22:04:00,UBR100095,Completed,CUST1223,Uber Green,Phoenix,Dubai,16.4,15.6,0,,0,,0,,17.04,3.77,3.6,3.2,Wallet
2025-01-20,11:39:00,UBR100563,Completed,CUST1081,Uber Black,Dubai,Birmingham,16.9,10.6,0,,0,,0,,117.12,33.7,1.6,3.3,Cash
2025-03-12,02:33:00,UBR100240,Cancelled by Customer,CUST1039,Uber Green,Chicago,Toronto,8.1,20.2,1,Wrong pickup location,0,,0,,0.0,6.06,,,Credit Card
2025-03-16,21:13:00,UBR100742,Completed,CUST1058,Uber Black,Singapore,Chicago,2.6,10.3,0,,0,,0,,19.16,8.78,,1.9,Cash
2025-03-02,22:00:00,UBR100863,Cancelled by Driver,CUST1081,Uber Black,Manchester,Melbourne,5.0,23.0,0,,1,Personal emergency,0,,0.0,13.64,2.2,,UPI
2025-06-07,19:36:00,UBR100574,Completed,CUST1103,Uber Black,Tokyo,Seoul,11.8,4.6,0,,0,,0,,40.07,12.25,4.6,4.8,Credit Card
2025-04-03,04:15:00,UBR100690,Completed,CUST1095,Uber Green,Sydney,London,12.9,20.4,0,,0,,0,,35.97,11.79,3.5,1.6,Cash
2025-06-27,07:43:00,UBR100460,Completed,CUST1152,Uber Comfort,Los Angeles,Manchester,3.3,23.4,0,,0,,0,,44.9,18.24,4.5,3.8,Debit Card
2025-02-12,14:46:00,UBR100553,Completed,CUST1022,Uber Black,Los Angeles,Madrid,14.0,8.5,0,,0,,0,,107.04,28.87,1.1,1.4,PayPal
2025-02-06,09:43:00,UBR100857,Completed,CUST1026,Uber Black,Dubai,Tokyo,8.7,24.3,0,,0,,0,,30.92,10.05,1.3,2.4,Cash
2025-05-26,02:32:00,UBR100923,Incomplete,CUST1106,Uber Comfort,Tokyo,Madrid,5.1,22.3,0,,0,,1,Route issue,97.47,30.6,2.6,,Credit Card
2025-04-14,20:37:00,UBR100206,Completed,CUST1248,UberXL,,Houston,8.8,19.1,0,,0,,0,,126.63,34.79,1.6,4.4,Wallet
2025-02-25,18:37:00,UBR100392,Incomplete,CUST1092,Uber Comfort,London,Sydney,8.2,20.3,0,,0,,1,Trip interrupted,15.13,3.68,1.8,,Credit Card
2025-01-16,21:59:00,UBR100794,Cancelled by Customer,CUST1099,Uber Comfort,Berlin,Paris,1.7,10.7,1,Wrong pickup location,0,,0,,0.0,4.8,,,PayPal
2025-05-25,17:03:00,UBR100870,Completed,CUST1009,UberX,Vancouver,Los Angeles,6.9,3.4,0,,0,,0,,98.36,28.71,4.3,1.6,Wallet
2025-03-09,08:13:00,UBR100397,Incomplete,CUST1048,Uber Comfort,Los Angeles,Phoenix,15.7,8.9,0,,0,,1,Trip interrupted,115.82,34.56,3.1,,Cash
2025-01-05,03:36:00,UBR100766,Completed,CUST1048,Uber Comfort,New York,Phoenix,7.8,23.0,0,,0,,0,,23.9,5.46,3.6,4.1,Cash
2025-01-24,17:29:00,UBR100893,Completed,CUST1124,UberXL,Manchester,Phoenix,15.2,18.7,0,,0,,0,,24.06,7.31,3.9,3.0,Wallet
2025-01-12,21:53:00,UBR100217,Cancelled by Driver,CUST1081,UberXL,Singapore,Vancouver,13.3,9.0,0,,1,Wrong pickup location,0,,0.0,6.03,2.6,,
2025-05-26,12:09:00,UBR100004,Completed,CUST1043,UberXL,Los Angeles,Manchester,7.7,23.4,0,,0,,0,,36.05,20.39,3.9,2.3,PayPal
2025-04-15,19:01:00,UBR100768,Completed,CUST1153,UberX,Melbourne,Birmingham,12.4,13.1,0,,0,,0,,9.47,2.82,5.0,1.9,Cash
2025-03-07,04:25:00,UBR100642,Completed,CUST1143,Uber Green,Phoenix,Singapore,,19.9,0,,0,,0,,41.56,23.89,3.2,4.5,Debit Card
2025-02-07,17:46:00,UBR100943,Completed,CUST1116,Uber Green,Singapore,Chicago,6.9,10.6,0,,0,,0,,55.84,18.17,3.4,4.9,Cash
2025-06-13,14:03:00,UBR100612,Completed,CUST1187,Uber Comfort,Madrid,Tokyo,5.4,18.7,0,,0,,0,,17.84,5.56,2.9,2.6,Wallet
2025-03-15,14:07:00,UBR100738,Completed,CUST1202,Uber Green,Manchester,London,10.1,21.5,0,,0,,0,,16.85,3.65,3.3,1.2,Debit Card
2025-05-04,16:06:00,UBR100546,Incomplete,CUST1101,Uber Green,Madrid,Los Angeles,15.6,8.1,0,,0,,1,Emergency,105.33,31.88,1.5,,PayPal
2025-01-23,03:29:00,UBR100725,Incomplete,CUST1045,Uber Black,Tokyo,Birmingham,17.1,6.0,0,,0,,1,Route issue,51.9,25.1,3.0,,Credit Card
2025-02-25,22:54:00,UBR100963,Completed,CUST1131,Uber Black,Dubai,Sydney,12.5,8.5,0,,0,,0,,20.78,10.09,3.3,4.8,Credit Card
2025-04-14,10:34:00,UBR100683,Completed,CUST1047,Uber Black,London,,4.1,18.7,0,,0,,0,,69.38,19.26,2.5,2.6,Debit Card
2025-02-15,18:56:00,UBR100098,Completed,CUST1232,UberX,Vancouver,,3.0,11.3,0,,0,,0,,7.07,1.42,1.0,4.3,PayPal
2025-05-12,09:23:00,UBR100804,Completed,CUST1121,UberXL,Manchester,Los Angeles,15.6,13.3,0,,0,,0,,49.31,13.31,2.6,2.8,Debit Card
2025-02-03,05:52:00,UBR100727,Completed,CUST1043,UberXL,Singapore,Seoul,12.2,8.8,0,,0,,0,,12.33,4.14,1.0,3.1,Cash
2025-04-20,18:58:00,UBR100573,Completed,CUST1158,UberXL,Madrid,Tokyo,6.3,14.2,0,,0,,0,,12.99,5.3,2.6,4.4,Cash
2025-05-29,02:05:00,UBR100406,Completed,CUST1187,UberX,Seoul,London,8.2,24.3,0,,0,,0,,21.86,6.22,3.6,3.3,UPI
2025-01-05,00:12:00,UBR100502,Completed,CUST1146,Uber Comfort,Los Angeles,Manchester,11.3,4.8,0,,0,,0,,82.99,28.89,3.6,4.1,Credit Card
2025-02-16,15:18:00,UBR100047,Completed,CUST1206,Uber Green,Rome,Phoenix,11.5,18.5,0,,0,,0,,83.88,27.96,1.9,1.5,UPI
2025-02-27,18:18:00,UBR100032,Completed,CUST1156,Uber Comfort,Birmingham,Madrid,8.1,24.3,0,,0,,0,,65.72,28.73,3.2,2.7,Debit Card
2025-01-22,08:48:00,UBR100779,Completed,CUST1006,Uber Black,Birmingham,Phoenix,5.6,10.6,0,,0,,0,,75.36,27.08,3.9,3.2,Credit Card
2025-03-16,17:25:00,UBR100839,Cancelled by Driver,CUST1131,UberX,Vancouver,Paris,16.8,10.3,0,,1,Personal emergency,0,,0.0,26.99,3.0,,Debit Card
2025-06-05,15:32:00,UBR100200,Completed,CUST1006,Uber Comfort,Melbourne,Houston,1.8,19.8,0,,0,,0,,54.78,18.97,4.8,2.4,Credit Card
2025-01-24,11:39:00,UBR100134,Completed,CUST1045,Uber Black,Singapore,Chicago,11.3,10.4,0,,0,,0,,55.52,16.27,4.6,4.1,UPI
2025-03-30,08:07:00,UBR100027,Completed,CUST1236,Uber Green,New York,Los Angeles,11.9,14.4,0,,0,,0,,19.96,9.3,3.6,,Wallet
2025-04-19,11:23:00,UBR100925,Completed,CUST1011,Uber Green,London,Birmingham,17.1,16.4,0,,0,,0,,19.69,10.42,2.0,4.7,Debit Card
2025-02-26,09:18:00,UBR100230,Cancelled by Customer,CUST1158,UberX,Madrid,Rome,12.7,18.2,1,Found another ride,0,,0,,0.0,12.6,,,Credit Card
2025-04-24,08:10:00,UBR100489,Completed,CUST1124,Uber Comfort,Singapore,Houston,11.6,22.4,0,,0,,0,,10.18,1.76,4.8,1.8,Cash
2025-05-27,15:38:00,UBR100772,Completed,CUST1011,Uber Black,Berlin,Chicago,16.1,11.4,0,,0,,0,,41.48,11.05,3.9,2.9,Debit Card
2025-05-05,00:44:00,UBR100378,Completed,CUST1133,Uber Green,Los Angeles,Dubai,8.3,16.5,0,,0,,0,,25.03,9.54,1.3,1.4,Credit Card
2025-03-28,10:50:00,UBR100288,Completed,CUST1109,UberXL,Madrid,Los Angeles,6.8,14.6,0,,0,,0,,33.1,14.36,1.8,5.0,UPI
2025-06-03,06:44:00,UBR100418,Completed,CUST1071,Uber Green,Phoenix,London,15.2,18.5,0,,0,,0,,16.85,5.95,4.7,4.0,PayPal
2025-02-16,10:06:00,UBR100674,Cancelled by Driver,CUST1034,UberX,New York,Tokyo,15.8,6.1,0,,1,Personal emergency,0,,0.0,16.44,1.5,,Cash
2025-01-13,17:04:00,UBR100391,Completed,CUST1033,Uber Comfort,Los Angeles,Paris,10.0,6.8,0,,0,,0,,13.01,5.91,1.7,2.9,Wallet
2025-06-01,10:22:00,UBR100592,Completed,CUST1182,Uber Black,Melbourne,Sydney,7.6,8.3,0,,0,,0,,83.27,24.09,4.7,3.1,UPI
2025-03-19,13:12:00,UBR100498,Completed,CUST1047,UberX,Los Angeles,Chicago,3.1,16.9,0,,0,,0,,57.46,29.1,4.6,3.5,Wallet
2025-04-28,21:11:00,UBR100138,Cancelled by Driver,CUST1107,UberX,Birmingham,Chicago,15.3,14.5,0,,1,Too far from pickup,0,,0.0,5.25,3.5,,Credit Card
2025-01-05,14:10:00,UBR100062,Completed,CUST1122,UberXL,Paris,Phoenix,16.4,10.0,0,,0,,0,,16.64,6.73,3.4,3.7,PayPal
2025-04-27,03:44:00,UBR100471,Completed,CUST1248,UberX,Birmingham,Dubai,,24.9,0,,0,,0,,13.64,4.9,4.9,2.8,Cash
2025-01-01,21:59:00,UBR100647,Completed,CUST1159,Uber Green,Los Angeles,Vancouver,16.8,4.2,0,,0,,0,,11.43,3.05,2.7,3.8,Debit Card
2025-03-19,16:03:00,UBR100128,Completed,CUST1239,,Tokyo,Sydney,5.8,9.8,0,,0,,0,,37.89,17.4,4.2,3.2,Credit Card
2025-05-20,09:12:00,UBR100745,Completed,CUST1229,UberXL,Singapore,Seoul,8.3,7.3,0,,0,,0,,98.49,30.67,1.1,4.2,PayPal
2025-04-08,04:45:00,UBR100520,Completed,CUST1071,UberXL,Toronto,Birmingham,3.6,20.6,0,,0,,0,,60.92,32.69,3.8,1.8,PayPal
2025-02-08,20:06:00,UBR100392,Cancelled by Driver,CUST1095,Uber Comfort,Dubai,Vancouver,4.1,23.1,0,,1,Customer unreachable,0,,0.0,15.92,4.0,,Debit Card
2025-01-27,14:40:00,UBR100340,Completed,CUST1181,UberXL,Birmingham,Tokyo,14.0,3.1,0,,0,,0,,70.97,29.82,1.0,2.5,UPI
2025-06-06,21:52:00,UBR100064,Cancelled by Customer,CUST1243,Uber Black,Chicago,Birmingham,14.4,6.3,1,Change of plans,0,,0,,0.0,5.91,,,Cash
2025-04-14,08:14:00,UBR100812,Completed,CUST1160,Uber Green,Chicago,Seoul,9.6,17.8,0,,0,,0,,75.71,26.33,4.6,3.0,PayPal
2025-05-27,22:49:00,UBR100014,Completed,CUST1194,Uber Black,London,Dubai,6.9,5.1,0,,0,,0,,68.75,21.17,4.8,2.6,Credit Card
2025-04-29,00:38:00,UBR100156,Completed,CUST1240,Uber Comfort,Tokyo,Vancouver,,8.5,0,,0,,0,,109.76,34.74,,,PayPal
2025-06-13,20:50:00,UBR100040,Completed,CUST1146,Uber Comfort,Toronto,Vancouver,2.3,6.7,0,,0,,0,,88.99,31.32,1.9,2.2,Cash
2025-01-30,19:27:00,UBR100492,Completed,CUST1204,UberX,New York,Rome,9.2,13.7,0,,0,,0,,38.85,17.69,3.3,4.7,PayPal
2025-01-15,08:35:00,UBR100379,Completed,CUST1190,UberX,Berlin,Tokyo,6.2,9.5,0,,0,,0,,53.6,14.73,2.1,2.3,Cash
2025-01-02,19:10:00,UBR100187,Cancelled by Customer,CUST1182,Uber Green,Paris,Sydney,15.2,9.3,1,Found another ride,0,,0,,0.0,3.38,,,UPI
2025-04-22,14:17:00,UBR100763,Cancelled by Driver,CUST1247,Uber Comfort,Dubai,Manchester,5.2,14.8,0,,1,Vehicle issue,0,,0.0,31.38,3.8,,PayPal
2025-01-23,09:03:00,UBR100216,Completed,CUST1189,UberXL,Tokyo,Seoul,11.0,16.7,0,,0,,0,,22.96,5.35,1.3,3.7,PayPal
2025-03-02,04:09:00,UBR100921,Completed,,Uber Comfort,Vancouver,Houston,3.2,15.6,0,,0,,0,,78.72,21.22,2.0,4.2,Debit Card
2025-06-17,20:37:00,UBR100791,Completed,CUST1149,Uber Black,Paris,Tokyo,7.0,4.6,0,,0,,0,,34.3,11.97,3.7,4.3,Debit Card
2025-02-25,05:49:00,UBR100052,Completed,CUST1106,Uber Green,Toronto,Paris,1.0,22.1,0,,0,,0,,57.81,17.46,,3.4,UPI
2025-04-04,14:34:00,UBR100878,Completed,CUST1119,UberXL,Tokyo,New York,15.2,20.9,0,,0,,0,,60.13,27.21,3.1,,Debit Card
2025-06-12,07:20:00,UBR100337,Completed,CUST1084,Uber Green,Berlin,Manchester,11.8,24.7,0,,0,,0,,19.96,6.91,,2.7,Credit Card
2025-04-05,08:25:00,UBR100748,Cancelled by Driver,CUST1083,UberX,Chicago,Sydney,5.7,21.1,0,,1,Too far from pickup,0,,0.0,,1.0,,PayPal
2025-06-14,20:16:00,UBR100719,Cancelled by Customer,CUST1008,UberX,Tokyo,Chicago,9.8,17.4,1,Driver requested cancellation,0,,0,,0.0,26.22,,,Credit Card
2025-04-26,07:53:00,UBR100724,Completed,CUST1143,UberXL,Rome,Sydney,16.0,12.5,0,,0,,0,,45.89,16.1,2.6,1.1,UPI
2025-05-18,15:27:00,UBR100295,Completed,CUST1051,Uber Green,Manchester,Toronto,,24.7,0,,0,,0,,32.07,17.25,1.7,,UPI
2025-06-28,20:44:00,UBR100701,Cancelled by Customer,CUST1051,UberX,Phoenix,Houston,13.6,15.8,1,Driver taking too long,0,,0,,0.0,27.9,,,PayPal
2025-02-26,13:59:00,UBR100251,Completed,CUST1006,Uber Black,Berlin,Houston,15.5,24.6,0,,0,,0,,,11.9,3.5,2.0,UPI
2025-03-22,11:07:00,UBR100726,Completed,CUST1146,Uber Green,Chicago,Birmingham,16.4,25.0,0,,0,,0,,55.85,18.09,,4.5,Cash
2025-03-20,06:08:00,UBR100461,Completed,CUST1092,Uber Green,Vancouver,London,14.0,8.8,0,,0,,0,,97.1,31.61,4.2,2.0,Credit Card
2025-03-29,17:55:00,UBR100455,Completed,CUST1133,Uber Black,Melbourne,Singapore,8.0,18.5,0,,0,,0,,39.08,19.61,1.9,2.5,PayPal
2025-06-13,11:13:00,UBR100270,Cancelled by Driver,CUST1200,UberXL,Madrid,Berlin,11.3,8.4,0,,1,Customer unreachable,0,,0.0,,1.2,,PayPal
2025-05-14,04:34:00,UBR100815,Completed,CUST1017,Uber Black,London,Dubai,1.3,9.9,0,,0,,0,,22.94,5.88,3.6,1.0,UPI
2025-03-18,17:02:00,UBR100862,Completed,CUST1011,UberXL,London,Sydney,15.0,20.2,0,,0,,0,,32.6,,3.2,1.6,PayPal
2025-04-14,09:56:00,UBR100269,Completed,CUST1193,Uber Green,Toronto,Sydney,13.5,14.3,0,,0,,0,,48.14,17.74,1.6,1.3,Cash
2025-02-18,14:40:00,UBR100201,Completed,CUST1037,Uber Green,Singapore,Chicago,10.0,21.5,0,,0,,0,,12.84,,3.3,3.2,UPI
2025-05-05,19:15:00,UBR100161,Cancelled by Customer,CUST1019,UberXL,Los Angeles,Rome,16.1,16.0,1,Wrong pickup location,0,,0,,0.0,34.88,,,Wallet
2025-05-08,21:50:00,UBR100555,Cancelled by Driver,CUST1054,Uber Green,Houston,New York,2.5,12.9,0,,1,Vehicle issue,0,,0.0,22.81,4.0,,Debit Card
2025-02-17,01:56:00,UBR100729,Completed,CUST1226,UberXL,Madrid,Birmingham,15.4,4.4,0,,0,,0,,61.67,18.31,1.1,2.0,Cash
2025-03-21,16:27:00,UBR100401,Completed,CUST1064,Uber Comfort,New York,Dubai,16.9,23.0,0,,0,,0,,50.0,30.06,4.3,4.6,UPI
2025-01-18,17:48:00,UBR100702,Completed,CUST1215,Uber Black,Los Angeles,Madrid,2.1,21.3,0,,0,,0,,37.85,18.11,3.2,3.7,UPI
2025-05-21,06:33:00,UBR100476,Cancelled by Driver,CUST1074,UberXL,Los Angeles,Rome,17.7,22.9,0,,1,Customer unreachable,0,,0.0,11.66,1.2,,Debit Card
2025-01-25,20:25:00,UBR100821,Cancelled by Customer,CUST1226,UberXL,New York,Sydney,11.1,3.3,1,Found another ride,0,,0,,0.0,16.96,,,Cash
2025-04-22,16:37:00,UBR100771,Incomplete,CUST1023,Uber Black,Phoenix,Madrid,16.5,21.6,0,,0,,1,Emergency,7.93,1.33,1.5,,PayPal
2025-05-06,20:59:00,UBR100105,Completed,CUST1083,Uber Comfort,Chicago,Sydney,10.5,8.0,0,,0,,0,,7.57,1.24,1.6,3.6,Wallet
2025-02-25,15:18:00,UBR100565,Completed,CUST1235,UberX,Phoenix,Berlin,4.0,6.9,0,,0,,0,,57.37,18.72,4.7,,Wallet
2025-06-25,23:32:00,UBR100389,Completed,CUST1047,Uber Black,New York,Tokyo,13.1,5.3,0,,0,,0,,49.77,20.73,4.4,3.7,Wallet
2025-02-27,00:21:00,UBR100001,Cancelled by Driver,CUST1235,UberX,Los Angeles,Toronto,6.0,16.5,0,,1,Customer unreachable,0,,0.0,7.35,1.6,,UPI
2025-06-20,17:54:00,UBR100986,Incomplete,CUST1071,UberX,Sydney,London,11.8,8.7,0,,0,,1,Technical issue,47.35,24.67,1.2,,UPI
2025-06-18,11:35:00,UBR100211,Completed,CUST1029,UberX,Madrid,Chicago,14.5,24.8,0,,0,,0,,16.56,5.74,1.8,5.0,PayPal
2025-04-20,09:44:00,UBR100561,Completed,CUST1083,Uber Green,Dubai,Manchester,5.2,8.0,0,,0,,0,,25.62,8.88,,3.0,PayPal
2025-06-06,09:38:00,UBR100931,Cancelled by Driver,CUST1202,Uber Black,Vancouver,Dubai,1.4,22.8,0,,1,Vehicle issue,0,,0.0,33.96,3.1,,Debit Card
2025-05-18,23:44:00,UBR100080,Cancelled by Customer,CUST1153,Uber Green,Berlin,London,7.5,14.4,1,Change of plans,0,,0,,0.0,21.5,,,Credit Card
2025-01-21,04:59:00,UBR100205,Completed,CUST1138,Uber Comfort,Toronto,Seoul,6.9,15.8,0,,0,,0,,,18.35,1.6,2.8,
2025-01-19,02:56:00,UBR100034,Completed,CUST1099,,Dubai,Singapore,17.3,21.6,0,,0,,0,,69.14,29.13,2.4,4.8,UPI
2025-04-01,02:56:00,UBR100942,Completed,CUST1192,Uber Green,Birmingham,Seoul,11.7,7.1,0,,0,,0,,58.64,22.71,3.0,3.1,Debit Card
2025-01-15,15:54:00,UBR100775,Completed,CUST1002,UberXL,Seoul,London,11.8,20.8,0,,0,,0,,53.26,27.39,1.2,2.2,Wallet
2025-05-07,09:51:00,UBR100508,Completed,CUST1006,Uber Black,Berlin,Rome,10.2,15.1,0,,0,,0,,21.69,6.91,2.4,2.8,Credit Card
2025-01-18,00:56:00,UBR100427,Completed,CUST1111,Uber Green,Melbourne,New York,3.8,4.4,0,,0,,0,,31.06,15.37,2.3,1.9,Debit Card
2025-06-27,23:00:00,UBR100454,Completed,CUST1241,Uber Black,Toronto,Seoul,16.9,17.9,0,,0,,0,,50.54,29.65,1.5,1.3,Wallet
2025-04-20,09:44:00,UBR100561,Completed,CUST1083,Uber Green,Dubai,Manchester,5.2,8.0,0,,0,,0,,25.62,8.88,,3.0,PayPal
2025-03-12,00:14:00,UBR100366,Completed,CUST1070,UberXL,Chicago,Dubai,4.1,14.9,0,,0,,0,,21.47,9.92,3.6,1.2,Debit Card
2025-05-28,22:13:00,UBR100091,Completed,CUST1116,Uber Black,Toronto,Los Angeles,9.7,8.1,0,,0,,0,,74.54,34.7,1.7,1.9,Cash
2025-06-30,10:17:00,UBR100339,Cancelled by Driver,CUST1198,UberXL,Rome,Singapore,11.2,14.3,0,,1,Wrong pickup location,0,,0.0,7.79,1.2,,Debit Card
2025-06-26,16:15:00,UBR100897,Completed,,UberXL,Manchester,Dubai,,9.3,0,,0,,0,,70.05,29.35,4.8,4.0,Credit Card
2025-01-28,16:56:00,UBR100564,Cancelled by Driver,CUST1230,Uber Green,Toronto,Tokyo,13.5,22.4,0,,1,Customer unreachable,0,,0.0,6.03,2.7,,Debit Card
2025-05-20,15:11:00,UBR100345,Completed,CUST1080,Uber Green,Melbourne,Phoenix,15.2,5.8,0,,0,,0,,68.81,22.62,1.5,4.3,Cash
2025-01-16,14:05:00,UBR100776,Completed,CUST1100,UberX,Phoenix,Sydney,17.6,17.2,0,,0,,0,,82.19,24.1,2.1,5.0,Wallet
2025-04-22,19:30:00,UBR100241,Completed,CUST1111,Uber Comfort,Seoul,Sydney,11.8,11.0,0,,0,,0,,20.93,8.11,2.2,,Cash
2025-02-07,04:39:00,UBR100013,Completed,CUST1068,Uber Comfort,London,Houston,17.7,11.8,0,,0,,0,,,13.69,4.3,4.2,Cash
2025-02-15,17:28:00,UBR100315,Completed,CUST1020,UberX,,Manchester,7.6,10.8,0,,0,,0,,64.47,33.31,1.2,1.9,UPI
2025-04-08,15:33:00,UBR100600,Completed,CUST1025,UberXL,Tokyo,Madrid,11.7,18.4,0,,0,,0,,60.01,25.91,3.8,1.2,Debit Card
2025-04-13,20:45:00,UBR100387,Completed,CUST1058,Uber Black,London,,17.1,9.9,0,,0,,0,,,4.05,4.4,1.5,Cash
2025-03-03,08:48:00,UBR100273,Completed,CUST1170,UberX,Dubai,Chicago,12.4,12.0,0,,0,,0,,49.25,18.36,4.5,1.9,Credit Card
